Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,Number of BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Distance to Water (feet),Entry Source,BTM (Y/N),Interest in Help,Tree Type (Ornamental | Fruiting / Flowering | Bush),Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)"
423,-69.65893409,44.53416552,Poplar-Aspen ,Poor ,,,1,16,...,...,...,...,...,5,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
74,-69.62718877,44.55265543,Serviceberry ,Good ,,,1,1,...,...,...,...,...,5,<25 ,Bartlett Invent Feb 2022,Y,,Bush,Manual Removal,1
64,-69.62713603,44.55225725,Serviceberry ,Good ,,,1,2,...,...,...,...,...,5,<25 ,Bartlett Invent Feb 2022,Y,,Bush,Manual Removal,1
75,-69.62716118,44.55267326,Serviceberry ,Good ,,,1,2,...,...,...,...,...,5,<25 ,Bartlett Invent Feb 2022,Y,,Bush,Manual Removal,1
349,-69.66239035,44.52876396,Cherry-Black ,Fair ,,,1,6,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
341,-69.66287648,44.52895554,Cherry-Black ,Good ,,,1,7,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
338,-69.66311098,44.52912631,Cherry-Black ,Good ,,,1,10,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
121,-69.63349676,44.55082061,Elm-American ,Good ,,,1,3,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
24,-69.62791142,44.55080465,Elm-American ,Good ,,,1,5,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
33,-69.62770598,44.55062902,Elm-American ,Good ,,,1,5,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
25,-69.62783225,44.55077055,Elm-American ,Fair ,,,1,6,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
278,-69.64368187,44.53447497,Maple-Boxelder ,Fair ,,,1,9,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
309,-69.63857977,44.53810995,Maple-Freeman's ,Good ,,,1,19,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
225,-69.62822185,44.55167588,Maple-Norway ,Good ,,,1,11,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
521,-69.65453839,44.57912047,Oak-Northern Red ,Good ,,,1,9,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
605,-69.65517702,44.58034696,Oak-Northern Red ,Poor ,,,1,9,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
269,-69.63114357,44.56742048,Oak-Northern Red ,Poor ,,,1,10,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
498,-69.65520196,44.58017348,Oak-Northern Red ,Good ,,,1,11,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
602,-69.65525538,44.58039947,Oak-Northern Red ,Good ,,,1,12,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
554,-69.65146319,44.57196822,Oak-Northern Red ,Good ,,,1,14,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
486,-69.66025894,44.52700934,Poplar-Aspen ,Poor ,,,1,9,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
483,-69.66013014,44.52703605,Poplar-Aspen ,Poor ,,,1,13,...,...,...,...,...,4,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
380,-69.66074205,44.53421557,Poplar-Bigtooth Aspen ,Good ,,,1,6,...,...,...,...,...,4,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
303,-69.63103176,44.56764717,Birch-Paper ,Good ,,,1,8,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
461,-69.6610809,44.52735703,Cherry-Black ,Fair ,,,1,7,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
342,-69.66285218,44.52892573,Crabapple ,Fair ,,,1,8,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
29,-69.62753555,44.55082304,Crabapple ,Good ,,,1,5,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
340,-69.66299602,44.52903794,Elm-American ,Good ,,,1,10,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
318,-69.64236807,44.53519495,Maple-Norway ,Fair ,,,1,20,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
254,-69.64630032,44.56156175,Maple-Red ,Good ,,,1,5,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
100,-69.62750334,44.55304226,Maple-Sugar ,Good ,,,1,3,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
604,-69.65523216,44.58035712,Oak-Northern Red ,Good ,,,1,8,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
304,-69.6310976,44.56743681,Oak-Northern Red ,Good ,,,1,9,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
542,-69.65227066,44.5753565,Oak-Northern Red ,Good ,,,1,9,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
549,-69.6521466,44.57431279,Oak-Northern Red ,Good ,,,1,12,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
42,-69.62754872,44.55106704,Oak-Northern Red ,Good ,,,1,3,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
502,-69.65513832,44.58004836,Poplar-Aspen ,Good ,,,1,16,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
501,-69.65517166,44.58005571,Poplar-Aspen ,Good ,,,1,19,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
485,-69.66027416,44.52701462,Poplar-Aspen ,Fair ,,,1,8,...,...,...,...,...,3,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
382,-69.66069974,44.5341746,Poplar-Bigtooth Aspen ,Poor ,,,1,6,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
488,-69.65624894,44.58060958,Poplar-Bigtooth Aspen ,Good ,,,1,12,...,...,...,...,...,3,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
6,-69.64632605,44.56190566,Ash-Green ,Good ,,,1,13,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
510,-69.65466363,44.57903512,Ash-White ,Good ,,,1,10,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
51,-69.6271846,44.55128731,Birch-River ,Good ,,,1,3,3,1,1,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
61,-69.62708465,44.55221229,Birch-River ,Good ,,,1,3,1,1,1,1,1,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
68,-69.62720395,44.55240169,Birch-River ,Good ,,,1,3,2,1,...,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
70,-69.62720547,44.55246532,Birch-River ,Good ,,,1,3,3,1,...,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
71,-69.6272434,44.55249004,Birch-River ,Good ,,,1,3,2,2,...,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
56,-69.62715524,44.55162685,Birch-River ,Good ,,,1,4,2,1,...,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
58,-69.62714661,44.55170741,Birch-River ,Good ,,,1,4,4,3,1,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
48,-69.62718863,44.55115757,Birch-River ,Good ,,,1,3,3,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
49,-69.62722403,44.55123127,Birch-River ,Good ,,,1,3,3,2,2,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
344,-69.66265294,44.52884177,Cherry-Black ,Good ,,,1,5,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
354,-69.66227158,44.52868892,Cherry-Black ,Fair ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
459,-69.66119577,44.5274077,Cherry-Black ,Poor ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
355,-69.66226028,44.52868306,Cherry-Black ,Fair ,,,1,9,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
384,-69.66054024,44.53417572,Crabapple ,Fair ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
31,-69.62746248,44.55081672,Crabapple ,Good ,,,1,5,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
122,-69.63363084,44.55084216,Elm-American ,Good ,,,1,4,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
123,-69.63375148,44.55085845,Elm-American ,Good ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
335,-69.6427559,44.53467235,Elm-American ,Poor ,,,1,12,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
106,-69.62918076,44.54953646,Linden-Littleleaf ,Good ,,,1,2,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
234,-69.62833024,44.55019436,Maple-Boxelder ,Poor ,,,1,14,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
279,-69.64368957,44.53447074,Maple-Boxelder ,Fair ,,,1,12,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
265,-69.63054984,44.56715868,Maple-Freeman's ,Good ,,,1,14,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
262,-69.63026018,44.56711401,Maple-Freeman's ,Good ,,,1,18,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
421,-69.65886908,44.53409077,Maple-Norway ,Fair ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
363,-69.66046955,44.53369862,Maple-Norway ,Good ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
215,-69.62819122,44.55231878,Maple-Norway ,Fair ,,,1,9,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
210,-69.62817355,44.55267313,Maple-Norway ,Good ,,,1,10,8,7,6,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
214,-69.62820363,44.55232415,Maple-Norway ,Good ,,,1,10,8,7,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
220,-69.62818192,44.55213462,Maple-Norway ,Good ,,,1,10,6,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
223,-69.62822573,44.55196625,Maple-Norway ,Poor ,,,1,10,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
227,-69.62822185,44.55153132,Maple-Norway ,Good ,,,1,12,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
361,-69.66043364,44.53360227,Maple-Norway ,Good ,,,1,12,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
221,-69.6281979,44.55212828,Maple-Norway ,Good ,,,1,13,1...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
175,-69.64617043,44.56322208,Maple-Norway ,Good ,,,1,14,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
209,-69.62817362,44.55274113,Maple-Norway ,Good ,,,1,14,11,11,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
176,-69.64633235,44.56335366,Maple-Norway ,Good ,,,1,15,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
296,-69.64320039,44.53460532,Maple-Norway ,Good ,,,1,8,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
328,-69.64270538,44.53475359,Maple-Norway ,Fair ,,,1,9,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
282,-69.64356065,44.53453711,Maple-Norway ,Good ,,,1,10,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
337,-69.66145628,44.5296817,Maple-Norway ,Good ,,,1,18,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
609,-69.6551006,44.58026169,Maple-Red ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
435,-69.65919484,44.53417385,Maple-Red ,Fair ,,,1,14,14,1...,8,8,7,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
134,-69.63581713,44.54761293,Maple-Sugar ,Good ,,,1,5,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
246,-69.64528497,44.56175893,Maple-Sugar ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
247,-69.64539458,44.56167186,Maple-Sugar ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
268,-69.63086446,44.56725279,Maple-Sugar ,Poor ,,,1,10,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
96,-69.62744377,44.55283141,Maple-Sugar ,Good ,,,1,3,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
98,-69.6273906,44.55294809,Maple-Sugar ,Good ,,,1,3,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
99,-69.62746233,44.55296135,Maple-Sugar ,Good ,,,1,3,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
201,-69.62743727,44.55309552,Maple-Sugar ,Good ,,,1,3,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Fruiting / Flowering,Organic Spray,1
91,-69.62719854,44.55291042,Oak-Northern Red ,Good ,,,1,3,...,...,...,...,...,2,<25 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
495,-69.65590094,44.58044206,Oak-Northern Red ,Good ,,,1,4,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
367,-69.66053115,44.53378262,Oak-Northern Red ,Fair ,,,1,5,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
494,-69.65588901,44.58049187,Oak-Northern Red ,Good ,,,1,6,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
499,-69.65518239,44.58016492,Oak-Northern Red ,Good ,,,1,6,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
386,-69.66018735,44.53423968,Oak-Northern Red ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
601,-69.65527727,44.58044174,Oak-Northern Red ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
500,-69.65520043,44.58015056,Oak-Northern Red ,Good ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
527,-69.6543411,44.57859909,Oak-Northern Red ,Good ,,,1,8,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
523,-69.65451481,44.57905045,Oak-Northern Red ,Good ,,,1,10,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
302,-69.63101194,44.56768366,Oak-Northern Red ,Good ,,,1,11,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
628,-69.65458121,44.57921965,Oak-Northern Red ,Good ,,,1,11,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
44,-69.62778401,44.55094834,Oak-Northern Red ,Poor ,,,1,2,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
47,-69.62743392,44.5511538,Oak-Northern Red ,Good ,,,1,3,...,...,...,...,...,2,25-250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
433,-69.65900871,44.53403201,Poplar-Aspen ,Fair ,,,1,6,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
464,-69.66074716,44.52720981,Poplar-Aspen ,Fair ,,,1,6,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
470,-69.66046343,44.52706387,Poplar-Aspen ,Good ,,,1,9,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
381,-69.66071334,44.53418194,Poplar-Bigtooth Aspen ,Good ,,,1,7,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
472,-69.66031406,44.52703225,Poplar-Bigtooth Aspen ,Fair ,,,1,12,...,...,...,...,...,2,>250 ,Bartlett Invent Feb 2022,Y,,Ornamental,Insert/Injection,1
12,-69.64589251,44.56243805,Ash-Black ,Fair ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
13,-69.646085,44.56239003,Ash-Black ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
11,-69.64594883,44.5624836,Ash-Black ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
208,-69.62809589,44.55312133,Ash-Black ,Good ,,,0,10,1...,8,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
415,-69.66212271,44.52864173,Ash-Green ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
419,-69.66228142,44.52871313,Ash-Green ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
453,-69.66127985,44.52756641,Ash-Green ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
414,-69.66212275,44.52862035,Ash-Green ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
450,-69.66125741,44.52765066,Ash-Green ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
454,-69.66127555,44.52751999,Ash-Green ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
360,-69.66036438,44.5335723,Ash-Green ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
451,-69.66131876,44.52755742,Ash-Green ,Good ,,,0,7,5,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
452,-69.6613195,44.52755911,Ash-Green ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
462,-69.66091603,44.52730561,Ash-Green ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
148,-69.63278761,44.54601561,Ash-Green ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
418,-69.66224096,44.52869393,Ash-Green ,Good ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
14,-69.64601761,44.56237073,Ash-Green ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
449,-69.6613353,44.52773077,Ash-Green ,Good ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
149,-69.63287827,44.54607363,Ash-Green ,Good ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
417,-69.66214485,44.52868195,Ash-Green ,Good ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
21,-69.63057267,44.56236789,Ash-Green ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
18,-69.63049274,44.56249971,Ash-Green ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
503,-69.65500827,44.57985172,Ash-Green ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
416,-69.66213098,44.52868401,Ash-Green ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
4,-69.64499615,44.56214932,Ash-Green ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
358,-69.66023061,44.53345698,Ash-Green ,Fair ,,,0,24,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
184,-69.64793841,44.56468515,Ash-Green ,Good ,,,0,10,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
8,-69.64648709,44.56202372,Ash-Green ,Good ,,,0,12,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
7,-69.64641177,44.56196783,Ash-Green ,Good ,,,0,13,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
10,-69.64667151,44.56212773,Ash-Green ,Poor ,,,0,13,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
186,-69.64813773,44.56485917,Ash-Green ,Good ,,,0,13,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
17,-69.64670203,44.56220275,Ash-Green ,Good ,,,0,15,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
9,-69.64659459,44.56208688,Ash-Green ,Poor ,,,0,16,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
5,-69.64625049,44.56185291,Ash-Green ,Good ,,,0,18,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
228,-69.62817896,44.5507748,Ash-White ,Good ,,,0,3,2,2,1,1,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
390,-69.6592438,44.52755863,Ash-White ,Poor ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
365,-69.66049002,44.53373404,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
366,-69.66052149,44.53379658,Ash-White ,Poor ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
389,-69.65919482,44.52761053,Ash-White ,Poor ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
431,-69.65908037,44.53410169,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
432,-69.65903201,44.53405363,Ash-White ,Good ,,,0,6,6,6,6,5,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
487,-69.65657839,44.581199,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
509,-69.65470291,44.57912686,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
614,-69.65496195,44.5800711,Ash-White ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
229,-69.62814937,44.55061341,Ash-White ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
371,-69.660664,44.53388939,Ash-White ,Poor ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
391,-69.65924315,44.52745821,Ash-White ,Poor ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
440,-69.65962359,44.53418581,Ash-White ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
425,-69.65896764,44.53412625,Ash-White ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
522,-69.65455173,44.57907147,Ash-White ,Poor ,,,0,8,8,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
